customer_id,acquisition_channel,country,first_purchase,last_purchase,orders,total_revenue,lifetime_months,AOV,purchase_frequency,Historical_CLTV
CUST004279,Email,UK,2024-04-06,2024-04-06,1,430.96,1,430.96,1.0,430.96
CUST004280,Direct,UK,2023-03-28,2024-01-25,12,4254.24,11,354.52,1.0909090909090908,4254.24
CUST004281,Organic Search,Canada,2023-12-11,2024-07-06,7,1975.34,8,282.19142857142856,0.875,1975.34
CUST004282,Facebook Ads,USA,2024-12-25,2024-12-25,1,541.28,1,541.28,1.0,541.28
CUST004283,Organic Search,USA,2024-02-23,2024-02-23,1,735.96,1,735.96,1.0,735.96
CUST004284,Google Ads,Canada,2024-08-30,2024-11-02,3,578.93,4,192.97666666666666,0.75,578.93
CUST004285,Referral,UK,2024-03-12,2024-05-17,3,227.3,3,75.76666666666667,1.0,227.3
CUST004286,Direct,UK,2023-09-04,2023-11-03,3,607.7,3,202.5666666666667,1.0,607.7
CUST004287,Referral,USA,2024-09-24,2024-10-15,2,576.8,2,288.4,1.0,576.8
CUST004288,Direct,UK,2024-12-15,2024-12-15,1,273.44,1,273.44,1.0,273.44
CUST004289,Facebook Ads,USA,2023-09-13,2023-09-13,1,71.44,1,71.44,1.0,71.44
CUST004290,Google Ads,UK,2023-03-08,2023-03-08,1,939.32,1,939.32,1.0,939.32
CUST004291,Organic Search,Germany,2023-12-04,2024-02-28,4,1326.01,3,331.5025,1.3333333333333333,1326.01
CUST004292,Facebook Ads,Canada,2024-06-21,2024-08-16,2,340.96000000000004,3,170.48000000000002,0.6666666666666666,340.96000000000004
CUST004293,Email,Australia,2024-09-19,2024-09-19,1,772.8,1,772.8,1.0,772.8
CUST004294,Instagram,France,2024-01-09,2024-10-03,8,2905.66,10,363.2075,0.8,2905.66
CUST004295,Email,Germany,2024-04-08,2024-06-30,4,1396.19,3,349.0475,1.3333333333333333,1396.19
CUST004296,Google Ads,UK,2023-11-26,2024-05-24,6,1124.2,7,187.36666666666667,0.8571428571428571,1124.2
CUST004298,Referral,Australia,2023-05-15,2024-08-13,15,4705.23,16,313.68199999999996,0.9375,4705.23
CUST004299,Facebook Ads,Germany,2024-05-27,2024-06-13,2,371.7,2,185.85,1.0,371.7
CUST004300,Instagram,Australia,2024-05-15,2024-11-18,6,2552.55,7,425.425,0.8571428571428571,2552.5499999999997
CUST004301,Google Ads,Canada,2024-03-16,2024-03-16,1,137.12,1,137.12,1.0,137.12
CUST004304,Email,France,2023-08-15,2023-08-15,1,358.6,1,358.6,1.0,358.6
CUST004305,Organic Search,Canada,2024-08-25,2024-10-03,2,543.59,3,271.795,0.6666666666666666,543.5899999999999
CUST004306,Email,Australia,2024-02-20,2024-09-05,7,1909.12,8,272.7314285714286,0.875,1909.1200000000001
CUST004307,Google Ads,Germany,2023-06-04,2023-06-04,1,325.2,1,325.2,1.0,325.2
CUST004308,Facebook Ads,France,2023-12-21,2024-04-18,5,727.67,5,145.534,1.0,727.67
CUST004309,Email,Australia,2023-08-14,2023-09-08,3,565.38,2,188.46,1.5,565.38
CUST004310,Facebook Ads,Canada,2024-07-01,2024-12-10,7,2148.3,6,306.90000000000003,1.1666666666666667,2148.3
CUST004311,Email,Australia,2024-10-19,2024-12-27,3,1094.79,3,364.93,1.0,1094.79
CUST004312,Google Ads,Australia,2024-08-18,2024-11-11,4,1687.15,4,421.7875,1.0,1687.15
CUST004313,Referral,Germany,2023-06-25,2024-01-21,7,1680.51,8,240.07285714285715,0.875,1680.51
CUST004314,Email,UK,2023-03-06,2023-09-06,6,2380.29,7,396.715,0.8571428571428571,2380.2899999999995
CUST004315,Organic Search,USA,2023-06-14,2023-08-05,3,614.26,3,204.75333333333333,1.0,614.26
CUST004316,Email,UK,2024-03-21,2024-12-17,12,4156.99,10,346.4158333333333,1.2,4156.99
CUST004317,Google Ads,UK,2023-12-07,2023-12-07,1,342.3,1,342.3,1.0,342.3
CUST004318,Email,USA,2023-08-19,2023-11-12,4,1070.22,4,267.555,1.0,1070.22
CUST004319,Organic Search,Australia,2024-12-24,2024-12-24,1,615.39,1,615.39,1.0,615.39
CUST004320,Direct,UK,2024-06-25,2024-11-09,5,1078.73,6,215.746,0.8333333333333334,1078.73
CUST004321,Organic Search,UK,2023-10-15,2024-01-31,3,324.5,4,108.16666666666667,0.75,324.5
CUST004322,Google Ads,Canada,2023-02-04,2023-02-04,1,110.06,1,110.06,1.0,110.06
CUST004323,Facebook Ads,Canada,2024-07-25,2024-09-15,3,1418.1399999999999,3,472.7133333333333,1.0,1418.1399999999999
CUST004324,Email,Germany,2023-06-09,2023-06-27,2,429.90000000000003,1,214.95000000000002,2.0,429.90000000000003
CUST004325,Referral,France,2023-06-15,2023-06-15,1,194.17,1,194.17,1.0,194.17
CUST004326,Organic Search,Australia,2024-02-14,2024-08-20,8,2718.7,7,339.8375,1.1428571428571428,2718.7
CUST004327,Direct,Germany,2024-09-25,2024-11-25,4,1055.45,3,263.8625,1.3333333333333333,1055.45
CUST004328,Organic Search,Canada,2024-05-11,2024-05-11,1,384.22,1,384.22,1.0,384.22
CUST004329,Email,Canada,2024-02-08,2024-04-05,2,892.5400000000001,3,446.27000000000004,0.6666666666666666,892.54
CUST004330,Facebook Ads,USA,2024-03-20,2024-04-10,2,687.88,2,343.94,1.0,687.88
CUST004331,Email,USA,2023-11-17,2024-06-02,7,1989.81,8,284.25857142857143,0.875,1989.81
CUST004332,Direct,Canada,2023-07-03,2023-07-03,1,699.72,1,699.72,1.0,699.72
CUST004334,Google Ads,Germany,2023-10-31,2024-02-29,5,1904.11,5,380.822,1.0,1904.1100000000001
CUST004335,Referral,Canada,2023-05-06,2023-05-06,1,884.4,1,884.4,1.0,884.4
CUST004336,Email,Australia,2024-05-19,2024-07-05,2,666.24,3,333.12,0.6666666666666666,666.24
CUST004337,Organic Search,Canada,2024-01-29,2024-08-12,6,1819.34,8,303.2233333333333,0.75,1819.3399999999997
CUST004338,Organic Search,USA,2024-08-30,2024-08-30,1,465.04,1,465.04,1.0,465.04
CUST004339,Google Ads,Germany,2023-12-22,2023-12-22,1,862.52,1,862.52,1.0,862.52
CUST004340,Facebook Ads,Germany,2024-04-11,2024-04-23,2,101.35,1,50.675,2.0,101.35
CUST004341,Email,France,2023-04-25,2023-04-25,1,438.6,1,438.6,1.0,438.6
CUST004342,Instagram,Canada,2023-03-18,2023-11-04,7,1378.13,9,196.8757142857143,0.7777777777777778,1378.13
CUST004343,Facebook Ads,France,2024-07-19,2024-08-30,3,1336.8600000000001,2,445.62000000000006,1.5,1336.8600000000001
CUST004344,Organic Search,USA,2023-10-04,2024-01-18,4,1757.3700000000001,4,439.34250000000003,1.0,1757.3700000000001
CUST004345,Direct,France,2024-02-26,2024-12-22,9,4252.72,11,472.5244444444445,0.8181818181818182,4252.720000000001
CUST004346,Email,UK,2024-05-19,2024-08-24,4,1699.88,4,424.97,1.0,1699.88
CUST004347,Direct,Canada,2023-03-27,2023-03-27,1,930.36,1,930.36,1.0,930.36
CUST004348,Organic Search,Canada,2024-09-22,2024-12-31,4,1717.4,4,429.35,1.0,1717.4
CUST004349,Referral,Germany,2023-07-16,2023-10-22,4,888.28,4,222.07,1.0,888.28
CUST004350,Facebook Ads,France,2023-10-12,2024-08-20,14,5414.41,11,386.74357142857144,1.2727272727272727,5414.41
CUST004351,Instagram,Germany,2023-04-11,2023-05-30,2,948.5500000000001,2,474.27500000000003,1.0,948.5500000000001
CUST004352,Referral,Australia,2024-01-05,2024-01-05,1,375.03,1,375.03,1.0,375.03
CUST004353,Instagram,France,2024-12-11,2024-12-11,1,659.1,1,659.1,1.0,659.1
CUST004354,Referral,France,2024-08-05,2024-12-25,8,1756.66,5,219.5825,1.6,1756.6600000000003
CUST004355,Facebook Ads,USA,2023-10-08,2023-11-16,2,514.1,2,257.05,1.0,514.1
CUST004356,Organic Search,France,2024-10-02,2024-11-11,2,473.42,2,236.71,1.0,473.42
CUST004357,Instagram,Germany,2024-03-10,2024-04-26,2,780.77,2,390.385,1.0,780.77
CUST004358,Facebook Ads,Australia,2023-02-12,2023-02-12,1,150.21,1,150.21,1.0,150.21
CUST004359,Instagram,France,2023-12-05,2024-01-08,3,733.14,2,244.38,1.5,733.14
CUST004360,Facebook Ads,France,2024-04-01,2024-07-07,4,1537.51,4,384.3775,1.0,1537.51
CUST004361,Referral,Canada,2023-12-13,2023-12-30,2,1093.52,1,546.76,2.0,1093.52
CUST004362,Facebook Ads,Canada,2023-03-17,2023-12-14,9,3204.88,10,356.09777777777776,0.9,3204.88
CUST004363,Referral,Australia,2023-01-17,2023-01-17,1,849.16,1,849.16,1.0,849.16
CUST004364,Organic Search,Canada,2023-06-02,2024-04-28,13,6144.78,11,472.6753846153846,1.1818181818181819,6144.78
CUST004365,Referral,UK,2023-07-12,2023-10-25,3,1573.1,4,524.3666666666667,0.75,1573.1
CUST004366,Google Ads,Canada,2023-05-13,2023-10-09,6,2525.92,6,420.9866666666667,1.0,2525.92
CUST004367,Organic Search,UK,2024-11-24,2024-11-24,1,108.76,1,108.76,1.0,108.76
CUST004368,Direct,Australia,2024-04-08,2024-11-05,8,2776.63,8,347.07875,1.0,2776.63
CUST004369,Direct,UK,2023-04-30,2024-12-24,18,6846.08,21,380.3377777777778,0.8571428571428571,6846.079999999999
CUST004370,Direct,Australia,2023-10-09,2023-10-09,1,494.97,1,494.97,1.0,494.97
CUST004371,Email,Germany,2023-04-01,2023-05-07,2,943.5799999999999,2,471.78999999999996,1.0,943.5799999999999
CUST004372,Email,Canada,2024-09-18,2024-09-18,1,275.0,1,275.0,1.0,275.0
CUST004373,Facebook Ads,France,2023-11-12,2024-01-06,3,1003.1400000000001,3,334.38000000000005,1.0,1003.1400000000001
CUST004374,Facebook Ads,USA,2023-07-26,2023-09-10,3,782.9300000000001,3,260.9766666666667,1.0,782.9300000000001
CUST004375,Google Ads,France,2023-07-01,2023-09-18,4,1389.8,3,347.45,1.3333333333333333,1389.8
CUST004376,Facebook Ads,Canada,2024-11-10,2024-12-22,2,546.6800000000001,2,273.34000000000003,1.0,546.6800000000001
CUST004377,Organic Search,France,2024-02-12,2024-02-12,1,31.31,1,31.31,1.0,31.31
CUST004378,Organic Search,Canada,2023-04-13,2023-05-16,3,1104.46,2,368.15333333333336,1.5,1104.46
CUST004380,Referral,France,2024-04-12,2024-04-12,1,200.48,1,200.48,1.0,200.48
CUST004381,Instagram,UK,2024-07-17,2024-12-01,5,2046.51,6,409.302,0.8333333333333334,2046.5100000000002
CUST004382,Facebook Ads,Germany,2024-01-25,2024-01-25,1,405.6,1,405.6,1.0,405.6
CUST004383,Google Ads,Germany,2023-05-24,2024-06-15,12,5602.26,14,466.855,0.8571428571428571,5602.26
CUST004384,Direct,Germany,2024-03-31,2024-05-18,2,1076.04,3,538.02,0.6666666666666666,1076.04
CUST004385,Email,Germany,2024-02-16,2024-05-04,3,725.21,4,241.73666666666668,0.75,725.21
CUST004386,Organic Search,USA,2023-11-12,2024-11-16,11,3795.05,13,345.00454545454545,0.8461538461538461,3795.0499999999997
CUST004387,Organic Search,Australia,2024-11-20,2024-12-16,3,333.56,2,111.18666666666667,1.5,333.56
CUST004388,Organic Search,Canada,2024-10-18,2024-11-19,3,548.48,2,182.82666666666668,1.5,548.48
CUST004389,Instagram,USA,2024-01-22,2024-03-25,3,517.66,3,172.5533333333333,1.0,517.66
CUST004390,Instagram,Germany,2023-04-22,2023-04-22,1,116.45,1,116.45,1.0,116.45
CUST004391,Facebook Ads,Germany,2023-09-24,2024-01-07,3,667.79,5,222.59666666666666,0.6,667.79
CUST004392,Email,France,2023-03-15,2023-08-17,5,901.77,6,180.35399999999998,0.8333333333333334,901.77
CUST004393,Google Ads,Germany,2024-02-18,2024-02-18,1,295.06,1,295.06,1.0,295.06
CUST004394,Instagram,Canada,2023-03-10,2023-05-24,3,1356.42,3,452.14000000000004,1.0,1356.42
CUST004395,Referral,Germany,2023-07-20,2024-02-26,7,3051.09,8,435.87,0.875,3051.09
CUST004396,Instagram,Germany,2023-08-18,2023-08-18,1,58.08,1,58.08,1.0,58.08
CUST004397,Organic Search,USA,2024-06-28,2024-06-28,1,94.81,1,94.81,1.0,94.81
CUST004399,Facebook Ads,UK,2023-03-14,2023-04-20,2,468.9,2,234.45,1.0,468.9
CUST004400,Instagram,France,2024-02-25,2024-04-30,4,2226.36,3,556.59,1.3333333333333333,2226.36
CUST004401,Organic Search,UK,2023-07-02,2023-07-02,1,124.33,1,124.33,1.0,124.33
CUST004402,Direct,Australia,2023-06-08,2024-01-14,7,2613.7799999999997,8,373.3971428571428,0.875,2613.7799999999997
CUST004403,Referral,USA,2024-06-07,2024-07-16,2,1011.1800000000001,2,505.59000000000003,1.0,1011.1800000000001
CUST004404,Referral,Germany,2024-03-18,2024-05-03,2,713.25,3,356.625,0.6666666666666666,713.25
CUST004405,Direct,France,2023-03-12,2023-05-22,3,790.28,3,263.4266666666667,1.0,790.28
CUST004406,Facebook Ads,Australia,2024-08-12,2024-11-07,3,567.9599999999999,4,189.31999999999996,0.75,567.9599999999999
CUST004407,Facebook Ads,Australia,2024-02-23,2024-05-29,3,1923.48,4,641.16,0.75,1923.48
CUST004408,Instagram,Canada,2023-04-01,2023-04-25,3,878.85,1,292.95,3.0,878.8499999999999
CUST004409,Facebook Ads,France,2023-12-13,2024-12-22,12,3071.0699999999997,13,255.92249999999999,0.9230769230769231,3071.07
CUST004410,Email,Australia,2023-12-08,2023-12-08,1,143.39,1,143.39,1.0,143.39
CUST004411,Email,USA,2023-08-12,2023-11-07,4,918.53,4,229.6325,1.0,918.53
CUST004412,Organic Search,Germany,2023-04-17,2024-08-06,13,3278.65,17,252.20384615384617,0.7647058823529411,3278.65
CUST004413,Organic Search,USA,2023-11-30,2024-01-05,2,769.98,3,384.99,0.6666666666666666,769.9799999999999
CUST004414,Organic Search,Australia,2023-08-07,2023-11-02,4,1202.11,4,300.5275,1.0,1202.11
CUST004415,Email,Canada,2023-12-24,2024-08-21,8,3519.96,9,439.995,0.8888888888888888,3519.9599999999996
CUST004416,Instagram,UK,2024-06-29,2024-06-29,1,146.2,1,146.2,1.0,146.2
CUST004417,Instagram,Germany,2024-01-13,2024-08-30,8,1888.87,8,236.10875,1.0,1888.87
CUST004418,Facebook Ads,Germany,2024-10-16,2024-12-18,3,1560.47,3,520.1566666666666,1.0,1560.4699999999998
CUST004419,Instagram,USA,2023-12-22,2024-09-16,11,3000.39,10,272.76272727272726,1.1,3000.39
CUST004420,Organic Search,USA,2024-07-07,2024-12-31,6,2334.08,6,389.0133333333333,1.0,2334.08
CUST004421,Google Ads,USA,2024-11-29,2024-11-29,1,602.64,1,602.64,1.0,602.64
CUST004422,Organic Search,Australia,2023-12-28,2024-03-12,3,323.52,4,107.83999999999999,0.75,323.52
CUST004423,Email,Germany,2024-07-15,2024-11-13,4,1152.41,5,288.1025,0.8,1152.41
CUST004424,Direct,USA,2024-11-19,2024-12-14,2,638.46,2,319.23,1.0,638.46
CUST004425,Google Ads,France,2023-10-29,2023-10-29,1,509.28,1,509.28,1.0,509.28
CUST004426,Facebook Ads,Australia,2023-08-08,2023-08-08,1,499.68,1,499.68,1.0,499.68
CUST004427,Referral,Australia,2024-03-28,2024-07-03,4,987.2,5,246.8,0.8,987.2000000000002
CUST004428,Direct,France,2023-12-16,2024-09-20,10,4721.66,10,472.166,1.0,4721.66
CUST004429,Instagram,France,2024-08-24,2024-08-24,1,116.82,1,116.82,1.0,116.82
CUST004430,Instagram,Australia,2024-06-21,2024-06-21,1,229.66,1,229.66,1.0,229.66
CUST004431,Email,Germany,2024-12-04,2024-12-04,1,210.82,1,210.82,1.0,210.82
CUST004432,Organic Search,USA,2024-02-17,2024-04-07,2,892.94,3,446.47,0.6666666666666666,892.9399999999999
CUST004433,Organic Search,Canada,2024-10-06,2024-12-30,4,846.3199999999999,3,211.57999999999998,1.3333333333333333,846.3199999999999
CUST004434,Google Ads,USA,2024-12-06,2024-12-06,1,735.12,1,735.12,1.0,735.12
CUST004435,Instagram,Germany,2024-06-19,2024-09-25,4,1186.23,4,296.5575,1.0,1186.23
CUST004436,Direct,France,2024-05-24,2024-07-22,3,1234.52,3,411.50666666666666,1.0,1234.52
CUST004438,Direct,USA,2023-04-12,2023-06-10,2,1235.85,3,617.925,0.6666666666666666,1235.85
CUST004439,Facebook Ads,Germany,2024-07-08,2024-07-08,1,439.34,1,439.34,1.0,439.34
CUST004440,Organic Search,Canada,2024-02-21,2024-06-28,5,1013.74,5,202.748,1.0,1013.74
CUST004441,Direct,Germany,2024-10-04,2024-12-12,4,644.15,3,161.0375,1.3333333333333333,644.1499999999999
CUST004442,Instagram,UK,2023-11-08,2024-02-07,4,1175.0300000000002,4,293.75750000000005,1.0,1175.0300000000002
CUST004443,Referral,Germany,2024-01-14,2024-01-14,1,146.08,1,146.08,1.0,146.08
CUST004444,Email,USA,2024-12-20,2024-12-20,1,656.4,1,656.4,1.0,656.4
CUST004445,Google Ads,UK,2024-08-13,2024-11-29,4,1458.52,4,364.63,1.0,1458.52
CUST004446,Organic Search,France,2024-11-23,2024-11-23,1,93.3,1,93.3,1.0,93.3
CUST004447,Organic Search,USA,2024-08-01,2024-08-18,2,163.0,1,81.5,2.0,163.0
CUST004448,Facebook Ads,Australia,2023-07-31,2024-02-19,8,2444.1,8,305.5125,1.0,2444.1
CUST004449,Organic Search,Canada,2024-05-09,2024-12-15,7,1917.08,8,273.86857142857144,0.875,1917.0800000000002
CUST004450,Email,Germany,2024-08-03,2024-10-20,4,717.31,3,179.3275,1.3333333333333333,717.31
CUST004451,Instagram,Germany,2024-01-23,2024-01-23,1,355.4,1,355.4,1.0,355.4
CUST004452,Instagram,USA,2023-06-29,2023-06-29,1,438.92,1,438.92,1.0,438.92
CUST004453,Instagram,Germany,2023-07-19,2024-10-12,12,5225.3,16,435.44166666666666,0.75,5225.3
CUST004454,Referral,Germany,2024-12-23,2024-12-23,1,90.21,1,90.21,1.0,90.21
CUST004455,Referral,France,2024-03-05,2024-03-16,2,827.5,1,413.75,2.0,827.5
CUST004456,Organic Search,Germany,2024-11-03,2024-11-03,1,36.92,1,36.92,1.0,36.92
CUST004457,Direct,Germany,2023-09-26,2023-09-26,1,245.82,1,245.82,1.0,245.82
CUST004458,Referral,France,2024-09-21,2024-10-10,2,1105.35,2,552.675,1.0,1105.35
CUST004459,Direct,Australia,2024-07-16,2024-07-16,1,492.68,1,492.68,1.0,492.68
CUST004460,Direct,Germany,2023-12-17,2024-12-13,10,3861.8,13,386.18,0.7692307692307693,3861.8
CUST004461,Referral,Australia,2023-04-10,2023-04-10,1,419.4,1,419.4,1.0,419.4
CUST004462,Facebook Ads,France,2024-08-11,2024-10-23,3,622.91,3,207.63666666666666,1.0,622.91
CUST004463,Referral,Canada,2023-04-11,2023-04-11,1,103.05,1,103.05,1.0,103.05
CUST004464,Google Ads,Germany,2024-11-14,2024-11-14,1,57.8,1,57.8,1.0,57.8
CUST004465,Google Ads,USA,2024-06-06,2024-09-07,3,810.24,4,270.08,0.75,810.24
CUST004466,Direct,UK,2023-06-27,2023-07-31,2,864.28,2,432.14,1.0,864.28
CUST004467,Google Ads,Canada,2024-12-08,2024-12-08,1,274.02,1,274.02,1.0,274.02
CUST004468,Organic Search,Germany,2023-07-12,2023-11-24,4,1177.51,5,294.3775,0.8,1177.51
CUST004469,Instagram,USA,2023-09-21,2023-11-19,2,533.42,3,266.71,0.6666666666666666,533.42
CUST004470,Facebook Ads,UK,2023-08-20,2023-09-30,2,316.98,2,158.49,1.0,316.98
CUST004471,Organic Search,France,2023-10-22,2024-01-09,3,1213.9,4,404.6333333333334,0.75,1213.9
CUST004472,Instagram,Germany,2023-06-13,2023-08-16,4,1656.9099999999999,3,414.22749999999996,1.3333333333333333,1656.9099999999999
CUST004473,Facebook Ads,Australia,2024-08-25,2024-10-24,3,1285.27,3,428.42333333333335,1.0,1285.27
CUST004474,Direct,Australia,2023-04-15,2023-09-23,6,1608.5300000000002,6,268.08833333333337,1.0,1608.5300000000002
CUST004475,Facebook Ads,France,2023-09-15,2023-12-17,3,836.3599999999999,4,278.78666666666663,0.75,836.3599999999999
CUST004476,Facebook Ads,Canada,2023-06-18,2023-06-18,1,135.68,1,135.68,1.0,135.68
CUST004477,Google Ads,Australia,2023-02-03,2023-07-01,5,1745.1399999999999,6,349.02799999999996,0.8333333333333334,1745.1399999999999
CUST004478,Google Ads,UK,2023-06-10,2023-06-10,1,342.96,1,342.96,1.0,342.96
CUST004479,Google Ads,Australia,2024-03-19,2024-05-25,3,1142.9,3,380.9666666666667,1.0,1142.9
CUST004480,Facebook Ads,UK,2024-10-09,2024-10-09,1,415.44,1,415.44,1.0,415.44
CUST004481,Email,Australia,2023-02-14,2023-02-14,1,938.6,1,938.6,1.0,938.6
CUST004482,Facebook Ads,France,2024-01-29,2024-10-19,8,3400.16,10,425.02,0.8,3400.1600000000003
CUST004483,Google Ads,France,2024-11-03,2024-12-12,2,125.42,2,62.71,1.0,125.42
CUST004485,Google Ads,Canada,2023-03-16,2023-07-18,6,2617.05,5,436.175,1.2,2617.0499999999997
CUST004486,Google Ads,USA,2023-09-24,2024-05-03,7,1467.3999999999999,9,209.6285714285714,0.7777777777777778,1467.3999999999999
CUST004487,Google Ads,Australia,2024-05-14,2024-08-16,4,1297.3000000000002,4,324.32500000000005,1.0,1297.3000000000002
CUST004488,Direct,Germany,2024-11-09,2024-12-16,2,1066.72,2,533.36,1.0,1066.72
CUST004489,Direct,USA,2023-12-07,2024-02-09,3,1223.64,3,407.88000000000005,1.0,1223.64
CUST004490,Email,Australia,2024-08-27,2024-08-27,1,50.72,1,50.72,1.0,50.72
CUST004491,Instagram,UK,2024-10-07,2024-12-09,4,2164.58,3,541.145,1.3333333333333333,2164.58
CUST004492,Facebook Ads,Germany,2023-04-08,2023-04-08,1,16.2,1,16.2,1.0,16.2
CUST004493,Organic Search,Canada,2023-06-30,2023-07-25,2,887.13,2,443.565,1.0,887.13
CUST004494,Google Ads,USA,2023-08-25,2023-10-14,4,1832.83,3,458.2075,1.3333333333333333,1832.83
CUST004495,Email,USA,2023-06-18,2024-02-06,8,1740.96,9,217.62,0.8888888888888888,1740.96
CUST004496,Organic Search,Germany,2024-05-11,2024-05-29,2,667.71,1,333.855,2.0,667.71
CUST004497,Direct,Canada,2023-11-22,2024-02-02,4,989.02,4,247.255,1.0,989.02
CUST004498,Instagram,Australia,2023-12-21,2023-12-21,1,433.92,1,433.92,1.0,433.92
CUST004499,Facebook Ads,Canada,2024-07-28,2024-12-17,5,1879.29,6,375.858,0.8333333333333334,1879.2900000000002
CUST004500,Direct,Australia,2024-11-16,2024-11-16,1,443.76,1,443.76,1.0,443.76
CUST004501,Email,USA,2023-11-16,2024-01-12,3,1161.96,3,387.32,1.0,1161.96
CUST004502,Google Ads,Australia,2023-04-30,2023-08-27,6,2260.4,5,376.73333333333335,1.2,2260.4
CUST004503,Google Ads,USA,2023-11-26,2024-10-02,11,4265.7699999999995,12,387.7972727272727,0.9166666666666666,4265.7699999999995
CUST004504,Google Ads,France,2023-04-06,2023-05-29,3,894.28,2,298.0933333333333,1.5,894.28
CUST004505,Email,Germany,2023-07-08,2023-07-08,1,90.22,1,90.22,1.0,90.22
CUST004506,Direct,Canada,2023-12-13,2024-03-19,6,1254.79,4,209.13166666666666,1.5,1254.79
CUST004507,Organic Search,UK,2024-08-10,2024-09-22,2,500.17999999999995,2,250.08999999999997,1.0,500.17999999999995
CUST004508,Instagram,Germany,2024-08-29,2024-12-14,7,3190.65,5,455.8071428571429,1.4,3190.65
CUST004509,Facebook Ads,Australia,2024-03-19,2024-03-19,1,763.96,1,763.96,1.0,763.96
CUST004510,Instagram,France,2024-08-19,2024-12-30,5,1311.52,5,262.304,1.0,1311.52
CUST004511,Direct,Germany,2024-10-16,2024-12-24,3,474.97,3,158.32333333333335,1.0,474.97
CUST004512,Google Ads,USA,2023-07-26,2023-07-26,1,48.18,1,48.18,1.0,48.18
CUST004513,Instagram,Germany,2024-01-04,2024-07-02,5,1103.87,7,220.77399999999997,0.7142857142857143,1103.87
CUST004514,Organic Search,Australia,2023-12-31,2024-02-20,2,679.78,3,339.89,0.6666666666666666,679.78
CUST004515,Referral,Germany,2023-05-02,2023-12-12,6,1332.49,8,222.08166666666668,0.75,1332.49
CUST004516,Direct,Germany,2023-09-20,2023-10-15,2,678.6,2,339.3,1.0,678.6
CUST004517,Referral,Australia,2023-07-07,2023-07-07,1,112.18,1,112.18,1.0,112.18
CUST004518,Facebook Ads,UK,2023-01-22,2023-04-04,4,881.05,4,220.2625,1.0,881.05
CUST004519,Facebook Ads,France,2023-05-23,2023-11-11,6,2018.5,7,336.4166666666667,0.8571428571428571,2018.4999999999998
CUST004520,Instagram,Germany,2024-07-08,2024-12-27,6,1013.34,6,168.89000000000001,1.0,1013.3400000000001
CUST004521,Facebook Ads,Germany,2023-04-04,2023-11-01,8,2205.67,8,275.70875,1.0,2205.67
CUST004522,Direct,UK,2024-10-30,2024-12-17,2,597.08,3,298.54,0.6666666666666666,597.08
CUST004523,Email,Canada,2024-03-11,2024-03-11,1,147.2,1,147.2,1.0,147.2
CUST004524,Organic Search,Germany,2024-10-17,2024-12-30,5,1638.77,3,327.754,1.6666666666666667,1638.7700000000004
CUST004525,Google Ads,Australia,2023-11-08,2023-12-30,2,361.96,2,180.98,1.0,361.96
CUST004526,Google Ads,Australia,2024-04-19,2024-09-13,7,2474.64,6,353.52,1.1666666666666667,2474.64
CUST004527,Instagram,Germany,2023-04-15,2023-10-14,7,3029.76,7,432.8228571428572,1.0,3029.76
CUST004528,Google Ads,Canada,2024-05-15,2024-09-01,4,2060.63,5,515.1575,0.8,2060.63
CUST004529,Instagram,Australia,2023-05-13,2023-05-28,2,370.84,1,185.42,2.0,370.84
CUST004530,Facebook Ads,Germany,2024-05-19,2024-12-10,6,2891.7799999999997,8,481.9633333333333,0.75,2891.7799999999997
CUST004531,Facebook Ads,Germany,2024-04-11,2024-04-11,1,167.9,1,167.9,1.0,167.9
CUST004533,Email,France,2024-04-18,2024-06-16,3,637.24,3,212.41333333333333,1.0,637.24
CUST004534,Organic Search,Australia,2023-11-05,2024-01-13,3,767.5799999999999,3,255.85999999999999,1.0,767.5799999999999
CUST004535,Google Ads,USA,2023-10-22,2024-01-26,6,2034.67,4,339.1116666666667,1.5,2034.67
CUST004536,Direct,France,2024-12-19,2024-12-30,2,576.42,1,288.21,2.0,576.42
CUST004537,Email,Canada,2024-09-15,2024-11-12,3,754.76,3,251.58666666666667,1.0,754.76
CUST004538,Organic Search,France,2024-11-02,2024-11-02,1,90.16,1,90.16,1.0,90.16
CUST004539,Referral,France,2024-12-31,2024-12-31,1,304.6,1,304.6,1.0,304.6
CUST004540,Email,UK,2024-08-23,2024-08-31,2,616.76,1,308.38,2.0,616.76
CUST004541,Organic Search,Canada,2024-01-16,2024-12-23,10,2058.05,12,205.805,0.8333333333333334,2058.05
CUST004542,Instagram,Canada,2024-06-06,2024-12-15,8,1843.73,7,230.46625,1.1428571428571428,1843.73
CUST004543,Instagram,Canada,2024-10-13,2024-10-13,1,979.92,1,979.92,1.0,979.92
CUST004544,Organic Search,France,2023-04-04,2023-06-27,4,1040.14,3,260.035,1.3333333333333333,1040.14
CUST004545,Facebook Ads,Canada,2024-02-28,2024-10-13,8,3270.96,9,408.87,0.8888888888888888,3270.96
CUST004546,Referral,Australia,2023-11-02,2023-11-02,1,50.67,1,50.67,1.0,50.67
CUST004547,Organic Search,UK,2024-10-08,2024-12-12,3,1508.54,3,502.84666666666664,1.0,1508.54
CUST004548,Email,Germany,2024-10-11,2024-11-23,2,349.38,2,174.69,1.0,349.38
