order_id,customer_id,transaction_date,product_category,quantity,unit_price,revenue,signup_date,acquisition_channel,country
ORD0001099,CUST000320,14/08/2023,Electronics,4,236.12,944.48,22/01/2023,Instagram,USA
ORD0001100,CUST000320,27/09/2023,Books,1,98.13,98.13,22/01/2023,Instagram,USA
ORD0001101,CUST000320,24/11/2023,Fashion,3,45.03,135.09,22/01/2023,Instagram,USA
ORD0001102,CUST000320,5/1/2024,Books,1,198.71,198.71,22/01/2023,Instagram,USA
ORD0001103,CUST000320,25/02/2024,Electronics,2,153.14,306.28,22/01/2023,Instagram,USA
ORD0001104,CUST000320,15/04/2024,Home,1,82.04,82.04,22/01/2023,Instagram,USA
ORD0001105,CUST000320,27/05/2024,Electronics,3,162.79,488.37,22/01/2023,Instagram,USA
ORD0001106,CUST000320,10/7/2024,Home,2,201.96,403.92,22/01/2023,Instagram,USA
ORD0001107,CUST000321,18/11/2024,Sports,4,110.96,443.84,31/10/2024,Direct,Germany
ORD0001108,CUST000321,12/12/2024,Books,4,130.82,523.28,31/10/2024,Direct,Germany
ORD0001109,CUST000322,30/03/2023,Fashion,1,53.35,53.35,7/2/2023,Organic Search,Australia
ORD0001110,CUST000322,17/04/2023,Sports,4,157.45,629.8,7/2/2023,Organic Search,Australia
ORD0001111,CUST000322,12/5/2023,Beauty,1,99.81,99.81,7/2/2023,Organic Search,Australia
ORD0001112,CUST000323,15/10/2023,Books,1,86.46,86.46,18/08/2023,Organic Search,Australia
ORD0001113,CUST000323,21/11/2023,Home,1,192.99,192.99,18/08/2023,Organic Search,Australia
ORD0001114,CUST000323,8/12/2023,Sports,4,149.27,597.08,18/08/2023,Organic Search,Australia
ORD0001115,CUST000323,27/01/2024,Books,4,170.87,683.48,18/08/2023,Organic Search,Australia
ORD0001116,CUST000324,14/01/2024,Home,3,30.73,92.19,31/12/2023,Instagram,Canada
ORD0001117,CUST000324,12/2/2024,Home,3,48.84,146.52,31/12/2023,Instagram,Canada
ORD0001118,CUST000325,31/08/2024,Fashion,4,197.78,791.12,16/07/2024,Direct,Australia
ORD0001119,CUST000325,14/09/2024,Beauty,2,86.28,172.56,16/07/2024,Direct,Australia
ORD0001120,CUST000326,22/03/2024,Sports,3,179.78,539.34,13/03/2024,Email,Australia
ORD0001121,CUST000326,17/05/2024,Beauty,4,164.97,659.88,13/03/2024,Email,Australia
ORD0001122,CUST000326,10/6/2024,Books,2,155.22,310.44,13/03/2024,Email,Australia
ORD0001123,CUST000327,19/11/2023,Sports,1,225.41,225.41,10/10/2023,Facebook Ads,Canada
ORD0001124,CUST000328,27/03/2023,Home,1,229.14,229.14,27/01/2023,Direct,Australia
ORD0001125,CUST000328,15/05/2023,Sports,4,120.51,482.04,27/01/2023,Direct,Australia
ORD0001126,CUST000328,16/06/2023,Sports,1,127.1,127.1,27/01/2023,Direct,Australia
ORD0001127,CUST000329,29/09/2023,Books,2,58.15,116.3,14/08/2023,Facebook Ads,Australia
ORD0001128,CUST000329,10/10/2023,Fashion,3,110.94,332.82,14/08/2023,Facebook Ads,Australia
ORD0001129,CUST000329,13/11/2023,Books,3,86.54,259.62,14/08/2023,Facebook Ads,Australia
ORD0001130,CUST000330,28/11/2023,Electronics,3,159.61,478.83,4/10/2023,Google Ads,Canada
ORD0001131,CUST000330,24/01/2024,Home,1,189.56,189.56,4/10/2023,Google Ads,Canada
ORD0001132,CUST000330,17/03/2024,Electronics,3,206.39,619.17,4/10/2023,Google Ads,Canada
ORD0001133,CUST000330,12/5/2024,Books,3,170.18,510.54,4/10/2023,Google Ads,Canada
ORD0001134,CUST000330,25/05/2024,Fashion,1,175.81,175.81,4/10/2023,Google Ads,Canada
ORD0001135,CUST000330,13/07/2024,Home,2,11.15,22.3,4/10/2023,Google Ads,Canada
ORD0001136,CUST000330,10/9/2024,Beauty,2,188.11,376.22,4/10/2023,Google Ads,Canada
ORD0001137,CUST000330,24/09/2024,Fashion,2,159.55,319.1,4/10/2023,Google Ads,Canada
ORD0001138,CUST000330,31/10/2024,Beauty,2,82.75,165.5,4/10/2023,Google Ads,Canada
ORD0001139,CUST000331,23/09/2024,Electronics,4,59.34,237.36,31/08/2024,Organic Search,UK
ORD0001140,CUST000331,12/10/2024,Sports,2,42.03,84.06,31/08/2024,Organic Search,UK
ORD0001141,CUST000332,28/10/2023,Books,1,203.28,203.28,11/10/2023,Organic Search,Canada
ORD0001142,CUST000332,25/11/2023,Books,3,125.19,375.57,11/10/2023,Organic Search,Canada
ORD0001143,CUST000332,10/1/2024,Electronics,4,150.38,601.52,11/10/2023,Organic Search,Canada
ORD0001144,CUST000332,18/02/2024,Sports,4,146.86,587.44,11/10/2023,Organic Search,Canada
ORD0001145,CUST000333,7/6/2024,Sports,4,249.27,997.08,25/04/2024,Instagram,Canada
ORD0001146,CUST000333,30/06/2024,Fashion,1,113.15,113.15,25/04/2024,Instagram,Canada
ORD0001147,CUST000333,28/08/2024,Fashion,2,40.43,80.86,25/04/2024,Instagram,Canada
ORD0001148,CUST000334,24/04/2024,Books,1,78.81,78.81,28/03/2024,Instagram,Australia
ORD0001149,CUST000334,10/5/2024,Home,1,103.57,103.57,28/03/2024,Instagram,Australia
ORD0001150,CUST000334,4/7/2024,Books,1,151.68,151.68,28/03/2024,Instagram,Australia
ORD0001151,CUST000334,17/07/2024,Beauty,3,153.51,460.53,28/03/2024,Instagram,Australia
ORD0001152,CUST000334,10/8/2024,Home,4,168.48,673.92,28/03/2024,Instagram,Australia
ORD0001153,CUST000334,22/09/2024,Fashion,1,246.87,246.87,28/03/2024,Instagram,Australia
ORD0001154,CUST000334,4/11/2024,Home,1,82.13,82.13,28/03/2024,Instagram,Australia
ORD0001155,CUST000334,15/11/2024,Beauty,4,111.96,447.84,28/03/2024,Instagram,Australia
ORD0001156,CUST000334,28/11/2024,Books,2,122.21,244.42,28/03/2024,Instagram,Australia
ORD0001157,CUST000334,29/12/2024,Books,2,125.56,251.12,28/03/2024,Instagram,Australia
ORD0001158,CUST000335,26/11/2024,Fashion,1,30.77,30.77,20/10/2024,Facebook Ads,France
ORD0001159,CUST000336,8/7/2024,Home,2,24.75,49.5,30/05/2024,Direct,Australia
ORD0001160,CUST000336,21/07/2024,Beauty,3,24.48,73.44,30/05/2024,Direct,Australia
ORD0001161,CUST000337,8/8/2024,Fashion,1,238.27,238.27,30/06/2024,Organic Search,UK
ORD0001162,CUST000337,17/08/2024,Fashion,3,54.09,162.27,30/06/2024,Organic Search,UK
ORD0001163,CUST000337,8/10/2024,Beauty,4,175.82,703.28,30/06/2024,Organic Search,UK
ORD0001164,CUST000338,30/07/2023,Fashion,2,123.81,247.62,11/7/2023,Organic Search,Canada
ORD0001165,CUST000338,22/08/2023,Sports,3,194.14,582.42,11/7/2023,Organic Search,Canada
ORD0001166,CUST000338,5/10/2023,Home,1,22.15,22.15,11/7/2023,Organic Search,Canada
ORD0001167,CUST000338,1/11/2023,Home,4,66.67,266.68,11/7/2023,Organic Search,Canada
ORD0001168,CUST000338,23/12/2023,Electronics,1,19.55,19.55,11/7/2023,Organic Search,Canada
ORD0001169,CUST000338,15/02/2024,Sports,2,62.28,124.56,11/7/2023,Organic Search,Canada
ORD0001170,CUST000339,17/04/2023,Home,1,179.66,179.66,18/02/2023,Referral,USA
ORD0001171,CUST000339,13/06/2023,Home,2,17.69,35.38,18/02/2023,Referral,USA
ORD0001172,CUST000339,6/8/2023,Electronics,3,199.9,599.7,18/02/2023,Referral,USA
ORD0001173,CUST000339,17/08/2023,Home,1,248.75,248.75,18/02/2023,Referral,USA
ORD0001174,CUST000339,23/09/2023,Electronics,1,153.5,153.5,18/02/2023,Referral,USA
ORD0001175,CUST000339,25/10/2023,Home,1,192.5,192.5,18/02/2023,Referral,USA
ORD0001176,CUST000339,7/11/2023,Books,2,109.48,218.96,18/02/2023,Referral,USA
ORD0001177,CUST000339,28/12/2023,Home,3,46.27,138.81,18/02/2023,Referral,USA
ORD0001178,CUST000339,9/1/2024,Fashion,1,130.84,130.84,18/02/2023,Referral,USA
ORD0001179,CUST000339,18/01/2024,Beauty,1,180.82,180.82,18/02/2023,Referral,USA
ORD0001180,CUST000339,4/2/2024,Home,4,21.56,86.24,18/02/2023,Referral,USA
ORD0001181,CUST000339,18/03/2024,Sports,2,108.82,217.64,18/02/2023,Referral,USA
ORD0001182,CUST000339,30/03/2024,Fashion,1,236.62,236.62,18/02/2023,Referral,USA
ORD0001183,CUST000339,30/04/2024,Fashion,4,44.37,177.48,18/02/2023,Referral,USA
ORD0001184,CUST000340,23/06/2024,Fashion,2,111.68,223.36,26/05/2024,Google Ads,Canada
ORD0001185,CUST000340,1/8/2024,Beauty,1,245.48,245.48,26/05/2024,Google Ads,Canada
ORD0001186,CUST000340,20/08/2024,Fashion,1,132.63,132.63,26/05/2024,Google Ads,Canada
ORD0001187,CUST000340,17/09/2024,Home,2,196.51,393.02,26/05/2024,Google Ads,Canada
ORD0001188,CUST000340,11/11/2024,Sports,4,48.08,192.32,26/05/2024,Google Ads,Canada
ORD0001189,CUST000341,13/02/2023,Beauty,4,32.19,128.76,17/01/2023,Google Ads,UK
ORD0001190,CUST000341,11/3/2023,Fashion,3,208.97,626.91,17/01/2023,Google Ads,UK
ORD0001191,CUST000341,27/04/2023,Fashion,2,221.69,443.38,17/01/2023,Google Ads,UK
ORD0001192,CUST000341,10/5/2023,Electronics,3,91.23,273.69,17/01/2023,Google Ads,UK
ORD0001193,CUST000341,21/05/2023,Beauty,2,119.19,238.38,17/01/2023,Google Ads,UK
ORD0001194,CUST000341,19/07/2023,Beauty,2,36.1,72.2,17/01/2023,Google Ads,UK
ORD0001195,CUST000341,16/09/2023,Electronics,4,207.43,829.72,17/01/2023,Google Ads,UK
ORD0001196,CUST000341,24/09/2023,Books,1,118.63,118.63,17/01/2023,Google Ads,UK
ORD0001197,CUST000341,15/11/2023,Beauty,4,134.29,537.16,17/01/2023,Google Ads,UK
ORD0001198,CUST000341,3/12/2023,Sports,1,39.31,39.31,17/01/2023,Google Ads,UK
ORD0001199,CUST000341,7/1/2024,Beauty,2,184.8,369.6,17/01/2023,Google Ads,UK
ORD0001200,CUST000342,6/7/2023,Fashion,3,101.9,305.7,21/06/2023,Facebook Ads,Germany
ORD0001201,CUST000342,24/08/2023,Home,1,170.28,170.28,21/06/2023,Facebook Ads,Germany
ORD0001202,CUST000342,15/10/2023,Electronics,3,161.38,484.14,21/06/2023,Facebook Ads,Germany
ORD0001203,CUST000342,22/10/2023,Fashion,3,249.41,748.23,21/06/2023,Facebook Ads,Germany
ORD0001204,CUST000342,16/12/2023,Books,4,189.67,758.68,21/06/2023,Facebook Ads,Germany
ORD0001205,CUST000342,30/12/2023,Electronics,3,242.12,726.36,21/06/2023,Facebook Ads,Germany
ORD0001206,CUST000342,15/01/2024,Beauty,2,48.36,96.72,21/06/2023,Facebook Ads,Germany
ORD0001207,CUST000342,13/02/2024,Electronics,3,70.77,212.31,21/06/2023,Facebook Ads,Germany
ORD0001208,CUST000342,31/03/2024,Home,2,244.22,488.44,21/06/2023,Facebook Ads,Germany
ORD0001209,CUST000342,25/04/2024,Home,1,215.3,215.3,21/06/2023,Facebook Ads,Germany
ORD0001210,CUST000343,11/9/2023,Beauty,2,54.83,109.66,8/8/2023,Email,Australia
ORD0001211,CUST000343,9/11/2023,Electronics,3,67.13,201.39,8/8/2023,Email,Australia
ORD0001212,CUST000343,5/1/2024,Electronics,3,94.37,283.11,8/8/2023,Email,Australia
ORD0001213,CUST000343,29/02/2024,Books,2,111,222,8/8/2023,Email,Australia
ORD0001214,CUST000343,9/3/2024,Sports,3,112.29,336.87,8/8/2023,Email,Australia
ORD0001215,CUST000344,7/7/2023,Home,4,239.39,957.56,7/6/2023,Direct,France
ORD0001216,CUST000344,5/8/2023,Home,2,211.34,422.68,7/6/2023,Direct,France
ORD0001217,CUST000345,17/06/2024,Fashion,3,134.44,403.32,21/04/2024,Organic Search,France
ORD0001218,CUST000346,10/4/2023,Sports,1,141.36,141.36,15/02/2023,Referral,Australia
ORD0001219,CUST000346,9/5/2023,Books,4,65.72,262.88,15/02/2023,Referral,Australia
ORD0001220,CUST000347,2/3/2024,Fashion,4,17.51,70.04,8/1/2024,Direct,Australia
ORD0001221,CUST000347,14/03/2024,Electronics,4,143.93,575.72,8/1/2024,Direct,Australia
ORD0001222,CUST000347,8/5/2024,Books,4,10,40,8/1/2024,Direct,Australia
ORD0001223,CUST000348,8/7/2024,Electronics,4,160.21,640.84,1/6/2024,Organic Search,UK
ORD0001224,CUST000348,18/08/2024,Fashion,4,156.45,625.8,1/6/2024,Organic Search,UK
ORD0001225,CUST000348,4/10/2024,Beauty,3,94.53,283.59,1/6/2024,Organic Search,UK
ORD0001226,CUST000348,11/10/2024,Electronics,1,34.2,34.2,1/6/2024,Organic Search,UK
ORD0001227,CUST000348,7/11/2024,Fashion,1,143.89,143.89,1/6/2024,Organic Search,UK
ORD0001228,CUST000348,25/12/2024,Beauty,2,82.97,165.94,1/6/2024,Organic Search,UK
ORD0001229,CUST000349,20/04/2023,Electronics,3,38.53,115.59,9/4/2023,Instagram,Canada
ORD0001230,CUST000349,30/05/2023,Fashion,2,141.56,283.12,9/4/2023,Instagram,Canada
ORD0001231,CUST000350,23/02/2023,Books,1,43.32,43.32,6/2/2023,Direct,USA
ORD0001232,CUST000351,30/11/2023,Books,1,130.11,130.11,7/10/2023,Facebook Ads,Canada
ORD0001233,CUST000351,22/12/2023,Electronics,1,223.44,223.44,7/10/2023,Facebook Ads,Canada
ORD0001234,CUST000351,30/12/2023,Fashion,3,68.96,206.88,7/10/2023,Facebook Ads,Canada
ORD0001235,CUST000351,16/01/2024,Electronics,1,110.09,110.09,7/10/2023,Facebook Ads,Canada
ORD0001236,CUST000351,28/01/2024,Sports,3,127.53,382.59,7/10/2023,Facebook Ads,Canada
ORD0001237,CUST000351,5/3/2024,Electronics,3,154.99,464.97,7/10/2023,Facebook Ads,Canada
ORD0001238,CUST000351,27/04/2024,Beauty,1,228.5,228.5,7/10/2023,Facebook Ads,Canada
ORD0001239,CUST000351,6/5/2024,Fashion,2,120.77,241.54,7/10/2023,Facebook Ads,Canada
ORD0001240,CUST000351,22/05/2024,Fashion,4,201.72,806.88,7/10/2023,Facebook Ads,Canada
ORD0001241,CUST000351,11/7/2024,Electronics,4,75.45,301.8,7/10/2023,Facebook Ads,Canada
ORD0001242,CUST000351,8/9/2024,Sports,4,238.11,952.44,7/10/2023,Facebook Ads,Canada
ORD0001243,CUST000351,2/11/2024,Fashion,4,82.16,328.64,7/10/2023,Facebook Ads,Canada
ORD0001244,CUST000351,25/12/2024,Fashion,4,78.88,315.52,7/10/2023,Facebook Ads,Canada
ORD0001245,CUST000352,2/2/2024,Electronics,1,129.99,129.99,15/12/2023,Direct,Canada
ORD0001246,CUST000353,22/05/2024,Home,3,60.68,182.04,11/5/2024,Email,USA
ORD0001247,CUST000353,5/7/2024,Sports,2,111.45,222.9,11/5/2024,Email,USA
ORD0001248,CUST000353,29/07/2024,Fashion,3,96.63,289.89,11/5/2024,Email,USA
ORD0001249,CUST000353,17/09/2024,Books,1,179.43,179.43,11/5/2024,Email,USA
ORD0001250,CUST000353,17/10/2024,Home,4,77.01,308.04,11/5/2024,Email,USA
ORD0001251,CUST000353,12/12/2024,Books,3,204.42,613.26,11/5/2024,Email,USA
ORD0001252,CUST000354,21/12/2023,Home,4,101.6,406.4,29/10/2023,Direct,France
ORD0001253,CUST000354,29/12/2023,Home,2,160.44,320.88,29/10/2023,Direct,France
ORD0001254,CUST000354,3/2/2024,Electronics,1,75.46,75.46,29/10/2023,Direct,France
ORD0001255,CUST000354,26/03/2024,Beauty,3,229.09,687.27,29/10/2023,Direct,France
ORD0001256,CUST000354,17/04/2024,Sports,1,31.43,31.43,29/10/2023,Direct,France
ORD0001257,CUST000354,12/5/2024,Home,4,30.46,121.84,29/10/2023,Direct,France
ORD0001258,CUST000354,21/05/2024,Fashion,1,149.23,149.23,29/10/2023,Direct,France
ORD0001259,CUST000354,12/7/2024,Electronics,2,39.27,78.54,29/10/2023,Direct,France
ORD0001260,CUST000355,21/07/2023,Books,4,193.51,774.04,30/06/2023,Direct,Canada
ORD0001261,CUST000355,11/9/2023,Home,4,53.34,213.36,30/06/2023,Direct,Canada
ORD0001262,CUST000355,6/10/2023,Electronics,4,162.11,648.44,30/06/2023,Direct,Canada
ORD0001263,CUST000355,10/11/2023,Books,3,143.67,431.01,30/06/2023,Direct,Canada
ORD0001264,CUST000355,30/11/2023,Sports,1,12.44,12.44,30/06/2023,Direct,Canada
ORD0001265,CUST000356,7/10/2024,Fashion,3,123.11,369.33,29/08/2024,Direct,Germany
ORD0001266,CUST000356,18/11/2024,Books,1,203.44,203.44,29/08/2024,Direct,Germany
ORD0001267,CUST000357,18/05/2023,Sports,4,53.79,215.16,9/4/2023,Google Ads,Germany
ORD0001268,CUST000357,28/06/2023,Books,2,118.65,237.3,9/4/2023,Google Ads,Germany
ORD0001269,CUST000357,10/7/2023,Electronics,2,201.14,402.28,9/4/2023,Google Ads,Germany
ORD0001270,CUST000357,24/08/2023,Electronics,3,109.06,327.18,9/4/2023,Google Ads,Germany
ORD0001271,CUST000357,4/10/2023,Electronics,4,34.33,137.32,9/4/2023,Google Ads,Germany
ORD0001272,CUST000358,21/12/2024,Sports,2,47.06,94.12,30/11/2024,Organic Search,UK
ORD0001273,CUST000359,20/05/2023,Sports,2,46.35,92.7,26/04/2023,Email,UK
ORD0001274,CUST000360,7/8/2023,Electronics,1,109.52,109.52,10/7/2023,Facebook Ads,USA
ORD0001275,CUST000360,9/9/2023,Beauty,2,150.57,301.14,10/7/2023,Facebook Ads,USA
ORD0001276,CUST000360,6/10/2023,Home,4,29.97,119.88,10/7/2023,Facebook Ads,USA
ORD0001277,CUST000360,7/11/2023,Beauty,2,58.32,116.64,10/7/2023,Facebook Ads,USA
ORD0001278,CUST000360,30/12/2023,Electronics,4,91.24,364.96,10/7/2023,Facebook Ads,USA
ORD0001279,CUST000361,22/09/2023,Fashion,3,113.52,340.56,10/9/2023,Google Ads,USA
ORD0001280,CUST000361,8/11/2023,Electronics,1,125.15,125.15,10/9/2023,Google Ads,USA
ORD0001281,CUST000362,20/07/2023,Electronics,3,115.55,346.65,10/6/2023,Organic Search,UK
ORD0001282,CUST000362,27/08/2023,Fashion,4,147.16,588.64,10/6/2023,Organic Search,UK
ORD0001283,CUST000362,10/9/2023,Sports,1,14.61,14.61,10/6/2023,Organic Search,UK
ORD0001284,CUST000362,30/10/2023,Beauty,1,227.59,227.59,10/6/2023,Organic Search,UK
ORD0001285,CUST000362,12/11/2023,Home,2,126.99,253.98,10/6/2023,Organic Search,UK
ORD0001286,CUST000362,7/12/2023,Fashion,1,107.73,107.73,10/6/2023,Organic Search,UK
ORD0001287,CUST000362,20/12/2023,Books,3,24.79,74.37,10/6/2023,Organic Search,UK
ORD0001288,CUST000362,18/01/2024,Books,4,38.8,155.2,10/6/2023,Organic Search,UK
ORD0001289,CUST000362,12/3/2024,Electronics,3,148.46,445.38,10/6/2023,Organic Search,UK
ORD0001290,CUST000362,10/4/2024,Fashion,2,44.47,88.94,10/6/2023,Organic Search,UK
ORD0001291,CUST000362,2/6/2024,Fashion,2,39.13,78.26,10/6/2023,Organic Search,UK
ORD0001292,CUST000362,15/07/2024,Books,1,201.42,201.42,10/6/2023,Organic Search,UK
ORD0001293,CUST000362,22/07/2024,Beauty,4,215.09,860.36,10/6/2023,Organic Search,UK
ORD0001294,CUST000362,8/9/2024,Fashion,2,68.72,137.44,10/6/2023,Organic Search,UK
ORD0001295,CUST000362,7/10/2024,Home,1,196,196,10/6/2023,Organic Search,UK
ORD0001296,CUST000362,9/11/2024,Fashion,4,213.02,852.08,10/6/2023,Organic Search,UK
ORD0001297,CUST000362,21/12/2024,Books,2,75.6,151.2,10/6/2023,Organic Search,UK
ORD0001298,CUST000363,11/10/2023,Sports,4,196.62,786.48,13/09/2023,Referral,Australia
ORD0001299,CUST000363,24/11/2023,Books,4,86.65,346.6,13/09/2023,Referral,Australia
ORD0001300,CUST000363,15/12/2023,Fashion,3,113.07,339.21,13/09/2023,Referral,Australia
ORD0001301,CUST000363,29/12/2023,Books,4,47.03,188.12,13/09/2023,Referral,Australia
ORD0001302,CUST000363,24/01/2024,Beauty,4,58.41,233.64,13/09/2023,Referral,Australia
ORD0001303,CUST000363,19/03/2024,Beauty,3,209.51,628.53,13/09/2023,Referral,Australia
ORD0001304,CUST000364,10/1/2024,Beauty,4,98.04,392.16,19/11/2023,Facebook Ads,Canada
ORD0001305,CUST000365,3/7/2023,Fashion,3,53.64,160.92,8/5/2023,Organic Search,Australia
ORD0001306,CUST000365,3/8/2023,Books,1,91.85,91.85,8/5/2023,Organic Search,Australia
ORD0001307,CUST000365,1/9/2023,Home,4,115.82,463.28,8/5/2023,Organic Search,Australia
ORD0001308,CUST000366,25/01/2023,Home,2,180.96,361.92,18/01/2023,Google Ads,France
ORD0001309,CUST000367,11/9/2024,Fashion,1,177.53,177.53,19/07/2024,Google Ads,Germany
ORD0001310,CUST000368,20/08/2024,Books,3,129.56,388.68,23/07/2024,Referral,USA
ORD0001311,CUST000368,16/10/2024,Books,4,118.47,473.88,23/07/2024,Referral,USA
ORD0001312,CUST000368,27/11/2024,Fashion,4,89.75,359,23/07/2024,Referral,USA
ORD0001313,CUST000368,16/12/2024,Electronics,4,98.03,392.12,23/07/2024,Referral,USA
ORD0001314,CUST000369,17/01/2024,Sports,1,35.44,35.44,19/11/2023,Facebook Ads,UK
ORD0001315,CUST000369,8/3/2024,Electronics,1,65.43,65.43,19/11/2023,Facebook Ads,UK
ORD0001316,CUST000369,24/03/2024,Sports,2,63.35,126.7,19/11/2023,Facebook Ads,UK
ORD0001317,CUST000369,31/03/2024,Home,2,157.41,314.82,19/11/2023,Facebook Ads,UK
ORD0001318,CUST000370,31/12/2024,Books,4,96.17,384.68,16/11/2024,Facebook Ads,Germany
ORD0001319,CUST000371,29/10/2024,Home,3,22.55,67.65,17/09/2024,Email,Australia
ORD0001320,CUST000372,29/10/2023,Electronics,4,175.9,703.6,15/10/2023,Organic Search,USA
ORD0001321,CUST000373,9/11/2024,Fashion,4,125.21,500.84,24/10/2024,Email,USA
ORD0001322,CUST000373,19/11/2024,Sports,4,48.86,195.44,24/10/2024,Email,USA
ORD0001323,CUST000373,7/12/2024,Sports,3,17.18,51.54,24/10/2024,Email,USA
ORD0001324,CUST000374,10/11/2024,Books,4,245.43,981.72,30/09/2024,Google Ads,Canada
ORD0001325,CUST000374,21/11/2024,Home,2,241.69,483.38,30/09/2024,Google Ads,Canada
ORD0001326,CUST000374,7/12/2024,Books,1,59.15,59.15,30/09/2024,Google Ads,Canada
ORD0001327,CUST000375,15/07/2023,Fashion,3,234.27,702.81,4/6/2023,Google Ads,USA
ORD0001328,CUST000375,24/08/2023,Electronics,1,60.37,60.37,4/6/2023,Google Ads,USA
ORD0001329,CUST000375,9/10/2023,Beauty,1,223.64,223.64,4/6/2023,Google Ads,USA
ORD0001330,CUST000375,15/11/2023,Fashion,1,44.31,44.31,4/6/2023,Google Ads,USA
ORD0001331,CUST000375,30/11/2023,Fashion,3,56.28,168.84,4/6/2023,Google Ads,USA
ORD0001332,CUST000375,8/12/2023,Beauty,1,29.83,29.83,4/6/2023,Google Ads,USA
ORD0001333,CUST000375,24/12/2023,Books,3,66.79,200.37,4/6/2023,Google Ads,USA
ORD0001334,CUST000375,13/01/2024,Electronics,2,167.05,334.1,4/6/2023,Google Ads,USA
ORD0001335,CUST000375,19/02/2024,Beauty,1,75.87,75.87,4/6/2023,Google Ads,USA
ORD0001336,CUST000375,13/04/2024,Home,1,89.44,89.44,4/6/2023,Google Ads,USA
ORD0001337,CUST000375,28/04/2024,Fashion,4,219.4,877.6,4/6/2023,Google Ads,USA
ORD0001338,CUST000375,20/06/2024,Books,4,113.86,455.44,4/6/2023,Google Ads,USA
ORD0001339,CUST000375,13/07/2024,Beauty,4,65.06,260.24,4/6/2023,Google Ads,USA
ORD0001340,CUST000376,11/6/2024,Sports,3,218.59,655.77,4/5/2024,Direct,France
ORD0001341,CUST000376,29/07/2024,Electronics,3,33.04,99.12,4/5/2024,Direct,France
ORD0001342,CUST000376,20/08/2024,Books,3,117.98,353.94,4/5/2024,Direct,France
ORD0001343,CUST000376,29/09/2024,Sports,4,243.3,973.2,4/5/2024,Direct,France
ORD0001344,CUST000377,6/3/2024,Electronics,2,36.46,72.92,21/01/2024,Referral,USA
ORD0001345,CUST000377,28/03/2024,Home,2,51.79,103.58,21/01/2024,Referral,USA
ORD0001346,CUST000378,20/05/2023,Books,2,166.76,333.52,14/04/2023,Referral,France
ORD0001347,CUST000378,12/6/2023,Beauty,3,39.12,117.36,14/04/2023,Referral,France
ORD0001348,CUST000379,22/03/2024,Home,3,244.53,733.59,28/01/2024,Facebook Ads,Australia
ORD0001349,CUST000379,15/05/2024,Electronics,3,170.34,511.02,28/01/2024,Facebook Ads,Australia
ORD0001350,CUST000379,6/7/2024,Sports,2,132.77,265.54,28/01/2024,Facebook Ads,Australia
ORD0001351,CUST000379,2/9/2024,Books,2,12.66,25.32,28/01/2024,Facebook Ads,Australia
ORD0001352,CUST000379,30/09/2024,Books,3,181.17,543.51,28/01/2024,Facebook Ads,Australia
ORD0001353,CUST000379,20/10/2024,Home,2,159.98,319.96,28/01/2024,Facebook Ads,Australia
ORD0001354,CUST000379,21/11/2024,Sports,3,89.01,267.03,28/01/2024,Facebook Ads,Australia
ORD0001355,CUST000379,7/12/2024,Fashion,2,214.88,429.76,28/01/2024,Facebook Ads,Australia
ORD0001356,CUST000380,14/09/2023,Beauty,1,89.1,89.1,3/9/2023,Email,Canada
ORD0001357,CUST000381,16/07/2023,Fashion,1,155.65,155.65,25/06/2023,Google Ads,France
ORD0001358,CUST000382,5/4/2023,Electronics,4,206.57,826.28,8/2/2023,Direct,Australia
ORD0001359,CUST000383,19/05/2024,Fashion,3,96.78,290.34,21/04/2024,Organic Search,Germany
ORD0001360,CUST000383,16/06/2024,Beauty,1,90.7,90.7,21/04/2024,Organic Search,Germany
ORD0001361,CUST000383,29/06/2024,Sports,4,244.71,978.84,21/04/2024,Organic Search,Germany
ORD0001362,CUST000383,9/7/2024,Books,1,32.07,32.07,21/04/2024,Organic Search,Germany
ORD0001363,CUST000383,30/08/2024,Beauty,3,218.77,656.31,21/04/2024,Organic Search,Germany
ORD0001364,CUST000383,13/10/2024,Books,1,177.35,177.35,21/04/2024,Organic Search,Germany
ORD0001365,CUST000383,6/12/2024,Sports,1,33.19,33.19,21/04/2024,Organic Search,Germany
ORD0001366,CUST000383,13/12/2024,Fashion,3,91.3,273.9,21/04/2024,Organic Search,Germany
ORD0001367,CUST000383,29/12/2024,Books,1,191.18,191.18,21/04/2024,Organic Search,Germany
ORD0001368,CUST000385,15/08/2024,Sports,4,76.2,304.8,21/06/2024,Instagram,UK
ORD0001369,CUST000385,9/9/2024,Beauty,4,44.28,177.12,21/06/2024,Instagram,UK
ORD0001370,CUST000385,21/10/2024,Electronics,3,78.39,235.17,21/06/2024,Instagram,UK
ORD0001371,CUST000385,30/11/2024,Fashion,2,219.87,439.74,21/06/2024,Instagram,UK
ORD0001372,CUST000385,22/12/2024,Beauty,1,158.07,158.07,21/06/2024,Instagram,UK
ORD0001373,CUST000386,7/3/2024,Sports,4,177.75,711,12/2/2024,Organic Search,UK
ORD0001374,CUST000386,14/03/2024,Electronics,3,112.1,336.3,12/2/2024,Organic Search,UK
ORD0001375,CUST000387,19/07/2024,Beauty,3,117.67,353.01,8/6/2024,Referral,France
ORD0001376,CUST000387,25/08/2024,Electronics,4,222.1,888.4,8/6/2024,Referral,France
