customer_id,revenue,total_orders,average_order_value,first_purchase,last_purchase,lifespan_days,active_months,monthly_purchase_frequency,cltv
CUST003393,59.0,1,59.0,2024-12-12,2024-12-12,0,1.0,1.0,59.0
CUST003394,368.24,2,184.12,2023-07-18,2023-08-05,18,1.0,2.0,368.24
CUST003395,2164.31,8,270.53875,2024-03-18,2024-10-16,212,7.066666666666666,1.1320754716981132,2164.31
CUST003396,2869.81,9,318.86777777777775,2024-02-25,2024-12-30,309,10.3,0.8737864077669902,2869.81
CUST003397,552.6,1,552.6,2024-05-13,2024-05-13,0,1.0,1.0,552.6
CUST003398,1039.52,2,519.76,2023-10-20,2023-11-17,28,1.0,2.0,1039.52
CUST003399,408.30000000000007,2,204.15000000000003,2024-09-04,2024-10-28,54,1.8,1.1111111111111112,408.30000000000007
CUST003400,442.38,1,442.38,2023-10-26,2023-10-26,0,1.0,1.0,442.38
CUST003401,2595.87,9,288.43,2023-06-02,2024-03-16,288,9.6,0.9375,2595.87
CUST003402,1737.54,9,193.06,2023-10-18,2024-06-09,235,7.833333333333333,1.148936170212766,1737.5400000000002
CUST003403,1415.07,5,283.014,2024-07-27,2024-12-27,153,5.1,0.9803921568627452,1415.0700000000002
CUST003404,208.46,1,208.46,2024-05-29,2024-05-29,0,1.0,1.0,208.46
CUST003405,3503.34,12,291.945,2023-05-19,2024-08-19,458,15.266666666666667,0.7860262008733624,3503.3399999999997
CUST003406,326.26,3,108.75333333333333,2023-06-29,2023-08-21,53,1.7666666666666666,1.6981132075471699,326.26
CUST003407,599.92,1,599.92,2024-08-10,2024-08-10,0,1.0,1.0,599.92
CUST003408,2433.73,7,347.67571428571426,2023-07-16,2024-02-15,214,7.133333333333334,0.9813084112149533,2433.73
CUST003409,1678.88,7,239.84,2023-05-23,2023-12-05,196,6.533333333333333,1.0714285714285714,1678.88
CUST003410,3005.36,7,429.33714285714285,2023-03-11,2023-07-22,133,4.433333333333334,1.5789473684210527,3005.36
CUST003411,2180.2799999999997,7,311.4685714285714,2023-04-25,2023-08-29,126,4.2,1.6666666666666665,2180.2799999999997
CUST003412,439.96000000000004,2,219.98000000000002,2024-10-18,2024-11-19,32,1.0666666666666667,1.875,439.96000000000004
CUST003414,628.64,3,209.54666666666665,2023-09-06,2023-09-29,23,1.0,3.0,628.64
CUST003415,477.13,2,238.565,2024-02-24,2024-03-19,24,1.0,2.0,477.13
CUST003416,2511.98,7,358.8542857142857,2023-05-04,2023-11-24,204,6.8,1.0294117647058825,2511.98
CUST003417,1507.91,3,502.6366666666667,2023-04-07,2023-07-28,112,3.7333333333333334,0.8035714285714286,1507.91
CUST003418,1057.85,4,264.4625,2024-03-26,2024-08-05,132,4.4,0.9090909090909091,1057.85
CUST003419,1004.0999999999999,2,502.04999999999995,2024-11-14,2024-12-25,41,1.3666666666666667,1.4634146341463414,1004.0999999999999
CUST003420,1106.0700000000002,3,368.69000000000005,2024-05-30,2024-09-08,101,3.3666666666666667,0.8910891089108911,1106.0700000000002
CUST003421,227.74,1,227.74,2023-05-22,2023-05-22,0,1.0,1.0,227.74
CUST003422,573.32,1,573.32,2023-11-21,2023-11-21,0,1.0,1.0,573.32
CUST003423,1607.3600000000001,5,321.47200000000004,2023-03-28,2023-07-22,116,3.8666666666666667,1.293103448275862,1607.3600000000001
CUST003424,250.87,3,83.62333333333333,2023-04-30,2023-07-09,70,2.3333333333333335,1.2857142857142856,250.87
CUST003425,389.04,1,389.04,2023-07-16,2023-07-16,0,1.0,1.0,389.04
CUST003426,656.16,1,656.16,2024-05-27,2024-05-27,0,1.0,1.0,656.16
CUST003427,4334.95,10,433.495,2023-11-11,2024-08-17,280,9.333333333333334,1.0714285714285714,4334.95
CUST003428,142.62,2,71.31,2024-12-04,2024-12-12,8,1.0,2.0,142.62
CUST003429,429.07,4,107.2675,2024-01-07,2024-05-13,127,4.233333333333333,0.9448818897637795,429.07
CUST003430,2596.37,10,259.637,2024-03-07,2024-12-20,288,9.6,1.0416666666666667,2596.3700000000003
CUST003431,2706.41,8,338.30125,2024-01-11,2024-09-02,235,7.833333333333333,1.021276595744681,2706.41
CUST003432,1542.43,6,257.07166666666666,2024-07-28,2024-12-25,150,5.0,1.2,1542.4299999999998
CUST003433,39.51,1,39.51,2024-01-19,2024-01-19,0,1.0,1.0,39.51
CUST003434,3943.11,9,438.12333333333333,2024-03-28,2024-12-20,267,8.9,1.0112359550561798,3943.1100000000006
CUST003435,426.48,2,213.24,2023-05-20,2023-06-03,14,1.0,2.0,426.48
CUST003436,821.47,3,273.8233333333333,2024-08-20,2024-09-29,40,1.3333333333333333,2.25,821.4699999999999
CUST003437,2793.9300000000003,5,558.7860000000001,2024-05-24,2024-10-30,159,5.3,0.9433962264150944,2793.9300000000003
CUST003438,173.06,2,86.53,2024-01-23,2024-02-24,32,1.0666666666666667,1.875,173.06
CUST003439,1899.31,5,379.86199999999997,2024-03-14,2024-08-11,150,5.0,1.0,1899.31
CUST003440,2102.57,7,300.3671428571429,2024-06-25,2024-11-30,158,5.266666666666667,1.3291139240506329,2102.57
CUST003441,943.38,3,314.46,2023-11-11,2024-02-10,91,3.033333333333333,0.989010989010989,943.38
CUST003442,395.40000000000003,2,197.70000000000002,2023-06-17,2023-07-10,23,1.0,2.0,395.40000000000003
CUST003443,2003.4399999999998,6,333.90666666666664,2024-01-24,2024-08-03,192,6.4,0.9375,2003.4399999999998
CUST003444,1259.84,3,419.94666666666666,2024-07-06,2024-10-06,92,3.066666666666667,0.9782608695652173,1259.84
CUST003445,1444.29,4,361.0725,2024-02-29,2024-05-23,84,2.8,1.4285714285714286,1444.29
CUST003446,1723.6399999999999,3,574.5466666666666,2024-09-27,2024-11-17,51,1.7,1.7647058823529411,1723.6399999999996
CUST003447,673.09,5,134.618,2023-10-23,2024-02-27,127,4.233333333333333,1.1811023622047243,673.0899999999999
CUST003448,499.52,1,499.52,2024-11-23,2024-11-23,0,1.0,1.0,499.52
CUST003449,347.86,2,173.93,2024-06-12,2024-06-20,8,1.0,2.0,347.86
CUST003450,217.59,1,217.59,2023-05-02,2023-05-02,0,1.0,1.0,217.59
CUST003451,2289.07,7,327.01000000000005,2023-06-09,2024-03-15,280,9.333333333333334,0.75,2289.0700000000006
CUST003452,2147.83,9,238.64777777777778,2024-03-21,2024-12-27,281,9.366666666666667,0.9608540925266903,2147.83
CUST003453,481.05,1,481.05,2024-07-10,2024-07-10,0,1.0,1.0,481.05
CUST003454,971.8000000000001,4,242.95000000000002,2023-11-27,2024-04-28,153,5.1,0.7843137254901962,971.8000000000002
CUST003455,2029.92,6,338.32,2023-04-23,2023-11-24,215,7.166666666666667,0.8372093023255813,2029.9199999999998
CUST003456,1942.96,5,388.592,2023-05-24,2023-11-15,175,5.833333333333333,0.8571428571428572,1942.9599999999998
CUST003457,3127.7799999999997,5,625.5559999999999,2023-08-18,2023-10-22,65,2.1666666666666665,2.307692307692308,3127.7799999999997
CUST003458,149.68,1,149.68,2024-12-12,2024-12-12,0,1.0,1.0,149.68
CUST003459,5191.98,14,370.85571428571427,2023-07-14,2024-10-07,451,15.033333333333333,0.9312638580931264,5191.9800000000005
CUST003460,456.70000000000005,2,228.35000000000002,2024-07-15,2024-08-13,29,1.0,2.0,456.70000000000005
CUST003461,991.3599999999999,3,330.4533333333333,2023-10-25,2024-02-07,105,3.5,0.8571428571428571,991.3599999999999
CUST003462,232.24,1,232.24,2024-07-14,2024-07-14,0,1.0,1.0,232.24
CUST003463,390.2,1,390.2,2024-12-07,2024-12-07,0,1.0,1.0,390.2
CUST003464,1093.08,3,364.35999999999996,2024-09-13,2024-11-03,51,1.7,1.7647058823529411,1093.0799999999997
CUST003465,413.96,1,413.96,2023-06-20,2023-06-20,0,1.0,1.0,413.96
CUST003466,225.52,1,225.52,2024-12-09,2024-12-09,0,1.0,1.0,225.52
CUST003467,436.34,1,436.34,2023-03-12,2023-03-12,0,1.0,1.0,436.34
CUST003468,111.08,1,111.08,2023-05-24,2023-05-24,0,1.0,1.0,111.08
CUST003469,2212.28,7,316.04,2023-05-26,2023-11-26,184,6.133333333333334,1.141304347826087,2212.28
CUST003470,2331.0,3,777.0,2023-10-29,2023-12-13,45,1.5,2.0,2331.0
CUST003471,180.18,1,180.18,2024-12-24,2024-12-24,0,1.0,1.0,180.18
CUST003472,1731.24,5,346.248,2024-07-22,2024-12-02,133,4.433333333333334,1.1278195488721805,1731.24
CUST003473,517.3,2,258.65,2023-05-31,2023-06-17,17,1.0,2.0,517.3
CUST003474,4357.79,12,363.14916666666664,2023-09-20,2024-07-19,303,10.1,1.188118811881188,4357.79
CUST003475,233.29,1,233.29,2024-11-05,2024-11-05,0,1.0,1.0,233.29
CUST003476,737.31,2,368.655,2024-02-16,2024-03-13,26,1.0,2.0,737.31
CUST003477,2563.4900000000002,9,284.83222222222224,2024-06-17,2024-12-01,167,5.566666666666666,1.6167664670658684,2563.4900000000002
CUST003478,798.57,4,199.6425,2024-05-20,2024-09-30,133,4.433333333333334,0.9022556390977443,798.57
CUST003479,514.14,4,128.535,2024-07-05,2024-11-09,127,4.233333333333333,0.9448818897637795,514.14
CUST003480,1373.58,3,457.85999999999996,2023-07-11,2023-10-16,97,3.2333333333333334,0.9278350515463918,1373.58
CUST003481,489.06,1,489.06,2023-03-12,2023-03-12,0,1.0,1.0,489.06
CUST003482,729.21,1,729.21,2024-08-15,2024-08-15,0,1.0,1.0,729.21
CUST003483,485.96000000000004,3,161.98666666666668,2024-08-04,2024-10-02,59,1.9666666666666666,1.5254237288135595,485.9600000000001
CUST003484,1020.8799999999999,3,340.2933333333333,2024-08-27,2024-11-04,69,2.3,1.3043478260869565,1020.8799999999998
CUST003485,2353.01,6,392.16833333333335,2024-07-15,2024-12-18,156,5.2,1.1538461538461537,2353.0099999999998
CUST003486,4068.9300000000003,11,369.9027272727273,2023-06-13,2024-06-07,360,12.0,0.9166666666666666,4068.9300000000003
CUST003487,880.73,3,293.57666666666665,2024-11-27,2024-12-19,22,1.0,3.0,880.73
CUST003488,861.4300000000001,5,172.286,2023-11-07,2024-02-12,97,3.2333333333333334,1.5463917525773196,861.4300000000001
CUST003489,917.19,2,458.595,2024-10-19,2024-11-26,38,1.2666666666666666,1.5789473684210527,917.19
CUST003490,1305.49,5,261.098,2024-09-09,2024-12-19,101,3.3666666666666667,1.4851485148514851,1305.49
CUST003492,256.54,2,128.27,2023-10-03,2023-11-21,49,1.6333333333333333,1.2244897959183674,256.54
CUST003493,595.02,3,198.34,2023-05-04,2023-08-15,103,3.433333333333333,0.8737864077669903,595.02
CUST003494,1758.0300000000002,5,351.60600000000005,2024-09-26,2024-12-25,90,3.0,1.6666666666666667,1758.0300000000002
CUST003495,1366.78,9,151.86444444444444,2024-04-15,2024-12-09,238,7.933333333333334,1.134453781512605,1366.78
CUST003496,587.79,1,587.79,2023-09-16,2023-09-16,0,1.0,1.0,587.79
CUST003497,3404.91,9,378.3233333333333,2024-03-19,2024-12-17,273,9.1,0.989010989010989,3404.9100000000003
CUST003498,695.94,1,695.94,2024-03-25,2024-03-25,0,1.0,1.0,695.94
CUST003500,803.92,1,803.92,2024-12-27,2024-12-27,0,1.0,1.0,803.92
CUST003501,442.8,2,221.4,2024-06-13,2024-07-08,25,1.0,2.0,442.8
CUST003502,1861.4299999999998,5,372.28599999999994,2024-05-04,2024-11-17,197,6.566666666666666,0.7614213197969544,1861.4299999999996
CUST003505,729.8399999999999,2,364.91999999999996,2023-05-06,2023-05-31,25,1.0,2.0,729.8399999999999
CUST003506,602.94,3,200.98000000000002,2024-10-14,2024-12-22,69,2.3,1.3043478260869565,602.94
CUST003507,141.99,1,141.99,2024-12-11,2024-12-11,0,1.0,1.0,141.99
CUST003508,524.76,5,104.952,2024-02-24,2024-08-05,163,5.433333333333334,0.920245398773006,524.76
CUST003509,229.62,2,114.81,2023-07-18,2023-09-05,49,1.6333333333333333,1.2244897959183674,229.61999999999998
CUST003510,470.16,2,235.08,2023-03-09,2023-03-22,13,1.0,2.0,470.16
CUST003511,1382.55,4,345.6375,2024-06-26,2024-09-04,70,2.3333333333333335,1.7142857142857142,1382.55
CUST003512,661.9200000000001,4,165.48000000000002,2024-01-18,2024-04-05,78,2.6,1.5384615384615383,661.9200000000001
CUST003513,3061.8,10,306.18,2023-06-07,2024-04-24,322,10.733333333333333,0.9316770186335405,3061.8
CUST003514,2588.07,7,369.7242857142857,2024-01-29,2024-06-19,142,4.733333333333333,1.4788732394366197,2588.07
CUST003515,710.61,1,710.61,2023-06-12,2023-06-12,0,1.0,1.0,710.61
CUST003516,1116.66,5,223.33200000000002,2024-08-19,2024-12-22,125,4.166666666666667,1.2,1116.66
CUST003517,319.24,2,159.62,2023-12-25,2024-01-31,37,1.2333333333333334,1.6216216216216215,319.24
CUST003518,2115.34,5,423.06800000000004,2024-05-12,2024-09-12,123,4.1,1.2195121951219514,2115.3400000000006
CUST003519,127.04,1,127.04,2023-03-11,2023-03-11,0,1.0,1.0,127.04
CUST003520,2559.57,6,426.595,2024-06-16,2024-11-18,155,5.166666666666667,1.161290322580645,2559.57
CUST003522,71.12,1,71.12,2023-11-08,2023-11-08,0,1.0,1.0,71.12
CUST003524,1104.27,2,552.135,2023-06-18,2023-08-10,53,1.7666666666666666,1.1320754716981132,1104.2699999999998
CUST003525,137.84,1,137.84,2024-06-12,2024-06-12,0,1.0,1.0,137.84
CUST003526,432.4,2,216.2,2023-03-10,2023-04-03,24,1.0,2.0,432.4
CUST003527,770.22,2,385.11,2024-02-11,2024-04-08,57,1.9,1.0526315789473684,770.2199999999999
CUST003530,206.3,1,206.3,2024-08-02,2024-08-02,0,1.0,1.0,206.3
CUST003531,2268.7799999999997,7,324.1114285714285,2024-01-11,2024-06-27,168,5.6,1.25,2268.7799999999993
CUST003532,4090.3,13,314.63846153846157,2023-06-14,2024-07-28,410,13.666666666666666,0.951219512195122,4090.300000000001
CUST003533,3281.2,5,656.24,2023-10-18,2024-01-13,87,2.9,1.7241379310344829,3281.2000000000003
CUST003534,2304.92,5,460.98400000000004,2023-08-24,2024-01-08,137,4.566666666666666,1.094890510948905,2304.92
CUST003535,207.14,2,103.57,2023-08-16,2023-09-14,29,1.0,2.0,207.14
CUST003537,79.26,2,39.63,2024-12-11,2024-12-21,10,1.0,2.0,79.26
CUST003538,388.53,2,194.265,2024-07-14,2024-09-01,49,1.6333333333333333,1.2244897959183674,388.53
CUST003539,374.91,1,374.91,2024-12-12,2024-12-12,0,1.0,1.0,374.91
CUST003540,296.73,2,148.365,2023-11-15,2024-01-04,50,1.6666666666666667,1.2,296.73
CUST003541,2507.71,9,278.63444444444445,2023-03-05,2023-11-13,253,8.433333333333334,1.0671936758893281,2507.7100000000005
CUST003542,1232.61,3,410.86999999999995,2023-11-10,2024-01-24,75,2.5,1.2,1232.61
CUST003543,334.08,1,334.08,2023-07-21,2023-07-21,0,1.0,1.0,334.08
CUST003544,1116.17,3,372.0566666666667,2023-02-21,2023-05-25,93,3.1,0.9677419354838709,1116.1699999999998
CUST003545,2583.75,8,322.96875,2024-01-21,2024-08-12,204,6.8,1.1764705882352942,2583.75
CUST003546,147.6,1,147.6,2023-10-16,2023-10-16,0,1.0,1.0,147.6
CUST003547,2109.0,5,421.8,2023-05-06,2023-08-26,112,3.7333333333333334,1.3392857142857142,2109.0
CUST003548,1952.5700000000002,5,390.514,2024-05-21,2024-11-28,191,6.366666666666666,0.7853403141361257,1952.57
CUST003549,1620.58,5,324.116,2023-12-15,2024-04-30,137,4.566666666666666,1.094890510948905,1620.5799999999997
CUST003550,2978.33,7,425.4757142857143,2024-07-07,2024-12-09,155,5.166666666666667,1.3548387096774193,2978.33
CUST003551,206.11,1,206.11,2024-12-02,2024-12-02,0,1.0,1.0,206.11
CUST003552,925.56,1,925.56,2024-08-12,2024-08-12,0,1.0,1.0,925.56
CUST003553,5256.22,13,404.3246153846154,2023-03-27,2024-04-21,391,13.033333333333333,0.9974424552429667,5256.22
CUST003554,917.35,3,305.78333333333336,2023-12-06,2024-01-10,35,1.1666666666666667,2.571428571428571,917.35
CUST003555,552.01,4,138.0025,2023-03-03,2023-05-28,86,2.8666666666666667,1.3953488372093024,552.01
CUST003556,613.96,3,204.65333333333334,2024-07-29,2024-09-24,57,1.9,1.5789473684210527,613.9599999999999
CUST003557,1614.3600000000001,4,403.59000000000003,2023-02-06,2023-05-14,97,3.2333333333333334,1.2371134020618557,1614.3600000000001
CUST003558,2956.27,8,369.53375,2024-07-27,2024-12-16,142,4.733333333333333,1.6901408450704225,2956.27
CUST003559,1341.07,4,335.2675,2023-07-18,2023-11-09,114,3.8,1.0526315789473684,1341.0699999999997
CUST003560,260.88,1,260.88,2024-10-23,2024-10-23,0,1.0,1.0,260.88
CUST003561,3232.7200000000003,5,646.5440000000001,2023-07-14,2024-01-07,177,5.9,0.847457627118644,3232.7200000000007
CUST003562,892.86,5,178.572,2023-07-06,2023-12-08,155,5.166666666666667,0.9677419354838709,892.86
CUST003563,634.66,3,211.5533333333333,2023-08-22,2023-11-05,75,2.5,1.2,634.66
CUST003564,925.3199999999999,3,308.44,2023-07-01,2023-08-17,47,1.5666666666666667,1.9148936170212767,925.32
CUST003565,1490.26,3,496.75333333333333,2023-11-09,2024-02-26,109,3.6333333333333333,0.8256880733944955,1490.26
CUST003566,967.88,1,967.88,2024-12-07,2024-12-07,0,1.0,1.0,967.88
CUST003567,992.3399999999999,4,248.08499999999998,2024-08-20,2024-12-16,118,3.933333333333333,1.0169491525423728,992.3399999999998
CUST003568,61.44,1,61.44,2023-08-11,2023-08-11,0,1.0,1.0,61.44
CUST003569,735.57,1,735.57,2024-12-12,2024-12-12,0,1.0,1.0,735.57
CUST003570,750.37,2,375.185,2023-05-11,2023-07-06,56,1.8666666666666667,1.0714285714285714,750.37
CUST003571,922.24,3,307.41333333333336,2024-07-04,2024-08-25,52,1.7333333333333334,1.7307692307692306,922.24
CUST003572,862.4499999999999,4,215.61249999999998,2023-10-09,2024-01-07,90,3.0,1.3333333333333333,862.4499999999998
CUST003573,56.64,1,56.64,2024-01-26,2024-01-26,0,1.0,1.0,56.64
CUST003574,410.46,1,410.46,2023-10-17,2023-10-17,0,1.0,1.0,410.46
CUST003575,91.83,1,91.83,2024-04-09,2024-04-09,0,1.0,1.0,91.83
CUST003576,293.21999999999997,3,97.74,2024-01-03,2024-03-03,60,2.0,1.5,293.21999999999997
CUST003577,2371.49,10,237.14899999999997,2023-04-10,2024-02-06,302,10.066666666666666,0.9933774834437087,2371.49
CUST003578,866.17,4,216.5425,2024-01-24,2024-03-29,65,2.1666666666666665,1.8461538461538463,866.17
CUST003579,859.2299999999999,3,286.40999999999997,2024-09-19,2024-12-06,78,2.6,1.1538461538461537,859.2299999999999
CUST003580,360.36,2,180.18,2023-07-30,2023-09-04,36,1.2,1.6666666666666667,360.36
CUST003581,372.48,1,372.48,2024-12-05,2024-12-05,0,1.0,1.0,372.48
CUST003582,693.89,2,346.945,2023-11-22,2023-12-05,13,1.0,2.0,693.89
CUST003583,2086.02,10,208.602,2023-04-04,2024-01-10,281,9.366666666666667,1.0676156583629892,2086.02
CUST003584,2007.71,4,501.9275,2024-08-29,2024-12-16,109,3.6333333333333333,1.1009174311926606,2007.7100000000003
CUST003585,186.98,1,186.98,2023-04-23,2023-04-23,0,1.0,1.0,186.98
CUST003586,267.82,2,133.91,2023-06-07,2023-07-23,46,1.5333333333333334,1.3043478260869565,267.82
CUST003587,1595.22,5,319.044,2024-01-31,2024-06-26,147,4.9,1.0204081632653061,1595.2200000000003
CUST003588,1647.38,6,274.56333333333333,2024-06-20,2024-12-29,192,6.4,0.9375,1647.38
CUST003589,658.3399999999999,2,329.16999999999996,2023-03-26,2023-04-29,34,1.1333333333333333,1.7647058823529411,658.3399999999998
CUST003590,148.74,1,148.74,2024-12-10,2024-12-10,0,1.0,1.0,148.74
CUST003591,3220.98,10,322.098,2024-01-17,2024-12-06,324,10.8,0.9259259259259258,3220.98
CUST003592,2651.48,7,378.78285714285715,2023-06-23,2023-12-10,170,5.666666666666667,1.2352941176470587,2651.48
CUST003593,411.01,2,205.505,2024-01-22,2024-02-22,31,1.0333333333333334,1.9354838709677418,411.01
CUST003594,708.6899999999999,3,236.23,2024-11-22,2024-12-20,28,1.0,3.0,708.6899999999999
CUST003595,582.39,1,582.39,2024-02-12,2024-02-12,0,1.0,1.0,582.39
CUST003596,492.36,2,246.18,2023-07-28,2023-09-01,35,1.1666666666666667,1.7142857142857142,492.36
CUST003597,5341.04,12,445.08666666666664,2023-12-15,2024-12-18,369,12.3,0.975609756097561,5341.04
CUST003598,520.92,1,520.92,2024-05-09,2024-05-09,0,1.0,1.0,520.92
CUST003599,919.09,4,229.7725,2024-05-24,2024-08-20,88,2.933333333333333,1.3636363636363638,919.09
CUST003600,47.96,1,47.96,2023-02-02,2023-02-02,0,1.0,1.0,47.96
CUST003601,4093.49,7,584.7842857142857,2023-07-29,2024-01-13,168,5.6,1.25,4093.4900000000002
CUST003602,1613.68,7,230.5257142857143,2023-06-17,2023-12-24,190,6.333333333333333,1.105263157894737,1613.68
CUST003603,2198.49,5,439.698,2024-07-18,2024-12-25,160,5.333333333333333,0.9375,2198.49
CUST003604,1874.6000000000001,5,374.92,2023-10-27,2024-02-28,124,4.133333333333334,1.2096774193548385,1874.6000000000001
CUST003605,4698.12,12,391.51,2023-12-06,2024-09-13,282,9.4,1.276595744680851,4698.12
CUST003606,345.5,2,172.75,2024-04-09,2024-06-07,59,1.9666666666666666,1.0169491525423728,345.5
CUST003607,4956.599999999999,15,330.43999999999994,2023-09-12,2024-12-22,467,15.566666666666666,0.9635974304068523,4956.599999999999
CUST003608,1182.4,3,394.1333333333334,2024-11-08,2024-12-23,45,1.5,2.0,1182.4
CUST003609,773.9000000000001,3,257.9666666666667,2024-08-28,2024-12-07,101,3.3666666666666667,0.8910891089108911,773.9000000000001
CUST003610,613.73,2,306.865,2023-02-19,2023-04-08,48,1.6,1.25,613.73
CUST003611,202.42,1,202.42,2024-10-12,2024-10-12,0,1.0,1.0,202.42
CUST003612,2049.44,7,292.77714285714285,2023-10-06,2024-04-29,206,6.866666666666666,1.0194174757281553,2049.44
CUST003613,1064.52,2,532.26,2024-08-27,2024-09-21,25,1.0,2.0,1064.52
CUST003614,1815.06,6,302.51,2023-12-24,2024-07-09,198,6.6,0.9090909090909092,1815.06
CUST003615,277.32,2,138.66,2023-09-29,2023-10-16,17,1.0,2.0,277.32
CUST003616,589.1800000000001,2,294.59000000000003,2024-12-02,2024-12-17,15,1.0,2.0,589.1800000000001
CUST003617,375.78,1,375.78,2024-03-23,2024-03-23,0,1.0,1.0,375.78
CUST003618,1116.21,3,372.07,2024-07-29,2024-10-11,74,2.466666666666667,1.2162162162162162,1116.21
CUST003619,4117.0,7,588.1428571428571,2024-03-07,2024-09-10,187,6.233333333333333,1.1229946524064172,4117.0
CUST003620,828.0,2,414.0,2023-03-08,2023-04-21,44,1.4666666666666666,1.3636363636363638,828.0
CUST003621,2288.19,5,457.63800000000003,2023-12-22,2024-04-16,116,3.8666666666666667,1.293103448275862,2288.19
CUST003622,242.0,1,242.0,2023-11-19,2023-11-19,0,1.0,1.0,242.0
CUST003624,425.7,1,425.7,2023-03-20,2023-03-20,0,1.0,1.0,425.7
CUST003625,106.75999999999999,2,53.379999999999995,2024-01-09,2024-02-12,34,1.1333333333333333,1.7647058823529411,106.75999999999999
CUST003626,2592.7,7,370.38571428571424,2023-08-11,2024-04-04,237,7.9,0.8860759493670886,2592.7
CUST003627,1584.42,6,264.07,2023-02-28,2023-08-06,159,5.3,1.1320754716981132,1584.4199999999998
CUST003628,817.8,1,817.8,2024-07-21,2024-07-21,0,1.0,1.0,817.8
CUST003629,357.21,2,178.605,2024-04-26,2024-05-25,29,1.0,2.0,357.21
CUST003630,517.72,2,258.86,2023-04-19,2023-06-14,56,1.8666666666666667,1.0714285714285714,517.72
CUST003631,2043.25,5,408.65,2023-01-18,2023-05-07,109,3.6333333333333333,1.3761467889908257,2043.2499999999998
CUST003632,1571.71,6,261.95166666666665,2024-05-22,2024-10-25,156,5.2,1.1538461538461537,1571.7099999999998
CUST003633,490.4,1,490.4,2024-04-20,2024-04-20,0,1.0,1.0,490.4
CUST003634,418.81,2,209.405,2024-09-12,2024-09-29,17,1.0,2.0,418.81
CUST003635,622.59,3,207.53,2024-08-26,2024-11-13,79,2.6333333333333333,1.139240506329114,622.59
CUST003636,1088.29,3,362.7633333333333,2024-11-18,2024-12-24,36,1.2,2.5,1088.29
CUST003637,126.3,1,126.3,2023-07-16,2023-07-16,0,1.0,1.0,126.3
CUST003638,895.4300000000001,4,223.85750000000002,2023-01-31,2023-04-05,64,2.1333333333333333,1.875,895.4300000000001
CUST003639,75.35,1,75.35,2023-08-08,2023-08-08,0,1.0,1.0,75.35
CUST003640,1165.24,3,388.41333333333336,2024-03-08,2024-06-06,90,3.0,1.0,1165.24
CUST003641,649.84,3,216.61333333333334,2023-03-14,2023-07-02,110,3.6666666666666665,0.8181818181818182,649.84
CUST003642,543.3000000000001,3,181.10000000000002,2024-03-12,2024-05-12,61,2.033333333333333,1.4754098360655739,543.3000000000001
CUST003643,2080.08,4,520.02,2023-02-26,2023-07-13,137,4.566666666666666,0.8759124087591241,2080.08
CUST003644,743.96,1,743.96,2023-02-19,2023-02-19,0,1.0,1.0,743.96
CUST003645,151.74,1,151.74,2024-12-24,2024-12-24,0,1.0,1.0,151.74
CUST003646,954.88,1,954.88,2023-10-20,2023-10-20,0,1.0,1.0,954.88
CUST003647,1821.9599999999998,6,303.65999999999997,2023-09-17,2024-04-11,207,6.9,0.8695652173913043,1821.9599999999996
CUST003648,2088.46,4,522.115,2023-04-06,2023-06-25,80,2.6666666666666665,1.5,2088.46
CUST003649,870.32,3,290.1066666666667,2024-05-20,2024-08-09,81,2.7,1.111111111111111,870.32
CUST003650,1618.3799999999999,6,269.72999999999996,2024-04-18,2024-10-04,169,5.633333333333334,1.0650887573964496,1618.3799999999999
CUST003651,430.1,1,430.1,2023-01-24,2023-01-24,0,1.0,1.0,430.1
CUST003652,1063.56,2,531.78,2024-10-27,2024-12-01,35,1.1666666666666667,1.7142857142857142,1063.56
CUST003653,631.09,2,315.545,2023-11-02,2023-11-18,16,1.0,2.0,631.09
CUST003654,2233.17,6,372.195,2024-02-12,2024-08-24,194,6.466666666666667,0.9278350515463918,2233.17
CUST003655,246.43,2,123.215,2024-10-28,2024-12-08,41,1.3666666666666667,1.4634146341463414,246.43
CUST003656,526.52,3,175.50666666666666,2023-03-24,2023-05-23,60,2.0,1.5,526.52
CUST003658,107.68,1,107.68,2024-08-21,2024-08-21,0,1.0,1.0,107.68
CUST003659,253.98,1,253.98,2024-08-30,2024-08-30,0,1.0,1.0,253.98
CUST003660,3015.81,10,301.581,2024-04-09,2024-12-27,262,8.733333333333333,1.1450381679389314,3015.81
CUST003661,175.22,2,87.61,2023-09-17,2023-10-25,38,1.2666666666666666,1.5789473684210527,175.22
CUST003662,817.07,4,204.2675,2023-06-10,2023-08-11,62,2.066666666666667,1.9354838709677418,817.0700000000002
CUST003663,1742.97,6,290.495,2023-05-27,2023-11-08,165,5.5,1.0909090909090908,1742.9699999999998
CUST003665,884.08,1,884.08,2023-11-24,2023-11-24,0,1.0,1.0,884.08
CUST003666,123.27,1,123.27,2023-08-31,2023-08-31,0,1.0,1.0,123.27
CUST003667,4844.04,11,440.36727272727273,2023-12-16,2024-11-28,348,11.6,0.9482758620689655,4844.04
CUST003668,3096.77,9,344.0855555555556,2023-05-03,2024-04-13,346,11.533333333333333,0.7803468208092486,3096.7700000000004
CUST003669,1884.71,6,314.11833333333334,2024-02-06,2024-07-30,175,5.833333333333333,1.0285714285714287,1884.71
